Human_Gene	Uniprot_GO_SUM
OR2L2	PM
OR2L3	PM
OR2L5	PM
OR2L8	PM
OR2M2	PM
OR2M3	PM
OR2M4	PM
OR2M5	PM
OR2M7	PM
OR2S2	PM
OR2T1	PM
OR2T10	PM
OR2T11	PM
OR2T12	PM
OR2T2	PM
OR2T27	PM
OR2T29	PM
OR2T3	PM
OR2T33	PM
OR2T34	PM
OR2T35	PM
OR2T4	PM
OR2T5	PM
OR2T6	PM
OR2T7	PM
OR2T8	PM
OR2V1	PM
OR2V2	PM
OR2W1	PM
OR2W3	PM
OR2W5	PM
OR2W6P	PM
OR2Y1	PM
OR2Z1	PM
OR3A1	PM
OR3A2	PM
OR3A3	PM
OR3A4P	PM
OR4A15	PM
OR4A16	PM
OR4A47	PM
OR4A4P	PM
OR4A5	PM
OR4A8P	PM
OR4B1	PM
OR4C11	PM
OR4C12	PM
OR4C13	PM
OR4C15	PM
OR4C16	PM
OR4C3	PM
OR4C45	PM
OR4C46	PM
OR4C5	PM
OR4C6	PM
OR4D1	PM
OR4D10	PM
OR4D11	PM
OR4D2	PM
OR4D5	PM
OR4D6	PM
OR4D9	PM
OR4E1	PM
OR4E2	PM
OR4F15	PM
OR4F17	PM
OR4F21	PM
OR4F3	PM
OR4F4	PM
OR4F5	PM
OR4F6	PM
OR4K1	PM
OR4K13	PM
OR4K14	PM
OR4K15	PM
OR4K17	PM
OR4K2	PM
OR4K3	PM
OR4K5	PM
OR4L1	PM
OR4M1	PM
OR4M2	PM
OR4N2	PM
OR4N4	PM
OR4N5	PM
OR4P4	PM
OR4Q2	PM
OR4Q3	PM
OR4S1	PM
OR4S2	PM
OR4X1	PM
OR4X2	PM
OR51A2	PM
OR51A4	PM
OR51A7	PM
OR51B2	PM
OR51B4	PM
OR51B5	PM
OR51B6	PM
OR51D1	PM
OR51E1	PM
OR51E2	PM
OR51F1	PM
OR51F2	PM
OR51G1	PM
OR51G2	PM
OR51H1P	PM
OR51I1	PM
OR51I2	PM
OR51J1	PM
OR51L1	PM
OR51M1	PM
OR51Q1	PM
OR51S1	PM
OR51T1	PM
OR51V1	PM
OR52A1	PM
OR52A4	PM
OR52A5	PM
OR52B2	PM
OR52B4	PM
OR52B6	PM
OR52D1	PM
OR52E1	PM
OR52E2	PM
OR52E4	PM
OR52E5	PM
OR52E6	PM
OR52E8	PM
OR52H1	PM
OR52I1	PM
OR52I2	PM
OR52J3	PM
OR52K1	PM
OR52K2	PM
OR52L1	PM
OR52L2P	PM
OR52M1	PM
OR52N1	PM
OR52N2	PM
OR52N4	PM
OR52N5	PM
OR52P1P	PM
OR52R1	PM
OR52W1	PM
OR52Z1	PM
OR56A1	PM
OR56A3	PM
OR56A4	PM
OR56A5	PM
OR56B1	PM
OR56B2P	PM
OR56B4	PM
OR5A1	PM
OR5A2	PM
OR5AC1	PM
OR5AC2	PM
OR5AK2	PM
OR5AK3P	PM
OR5AL1	PM
OR5AN1	PM
OR5AP2	PM
OR5AR1	PM
OR5AS1	PM
OR5AU1	PM
OR5B12	PM
OR5B17	PM
OR5B2	PM
OR5B21	PM
OR5B3	PM
OR5C1	PM
OR5D13	PM
OR5D14	PM
OR5D16	PM
OR5D18	PM
OR5F1	PM
OR5G3	PM
OR5H1	PM
OR5H14	PM
OR5H15	PM
OR5H2	PM
OR5H6	PM
OR5I1	PM
OR5J2	PM
OR5K1	PM
OR5K2	PM
OR5K3	PM
OR5K4	PM
OR5L1	PM
OR5L2	PM
OR5M1	PM
OR5M10	PM
OR5M11	PM
OR5M3	PM
OR5M8	PM
OR5M9	PM
OR5P2	PM
OR5P3	PM
OR5R1	PM
OR5T1	PM
OR5T2	PM
OR5T3	PM
OR5V1	PM
OR5W2	PM
OR6A2	PM
OR6B1	PM
OR6B2	PM
OR6B3	PM
OR6C1	PM
OR6C2	PM
OR6C3	PM
OR6C4	PM
OR6C6	PM
OR6C65	PM
OR6C68	PM
OR6C70	PM
OR6C74	PM
OR6C75	PM
OR6C76	PM
OR6F1	PM
OR6J1	PM
OR6K2	PM
OR6K3	PM
OR6K6	PM
OR6M1	PM
OR6N1	PM
OR6N2	PM
OR6P1	PM
OR6Q1	PM
OR6S1	PM
OR6T1	PM
OR6V1	PM
OR6X1	PM
OR6Y1	PM
OR7A10	PM
OR7A17	PM
OR7A2P	PM
OR7A5	PM
OR7C1	PM
OR7C2	PM
OR7D2	PM
OR7D4	PM
OR7E24	PM
OR7G1	PM
OR7G2	PM
OR7G3	PM
OR8A1	PM
OR8B12	PM
OR8B2	PM
OR8B3	PM
OR8B4	PM
OR8B8	PM
OR8D1	PM
OR8D2	PM
OR8D4	PM
OR8G1	PM
OR8G2	PM
OR8G5	PM
OR8H1	PM
OR8H2	PM
OR8H3	PM
OR8I2	PM
OR8J1	PM
OR8J3	PM
OR8K1	PM
OR8K3	PM
OR8K5	PM
OR8S1	PM
OR8U1	PM
OR8U8	PM
OR8U9	PM
OR9A1P	PM
OR9A2	PM
OR9A4	PM
OR9G1	PM
OR9G4	PM
OR9G9	PM
OR9I1	PM
OR9K2	PM
OR9Q1	PM
OR9Q2	PM
ORC1	Nucleus
ORC2	Nucleus
ORC3	Nucleus
ORC4	Nucleus
ORC5	Nucleus
ORC6	Nucleus
ORMDL1	ER
ORMDL2	ER
ORMDL3	ER
OS9	ER
OSBPL10	CS
OSCP1	PM
OSGEPL1	Mitochondrion
OSMR	PM
OSR1	Nucleus
OSR2	Nucleus
OST4	ER
OSTF1	cytosol
OSTM1	lysosome
OTC	Mitochondrion
OTP	Nucleus
OTUB1	cytosol
OTUB2	Nucleus
OTUD5	cytosol
OTULIN	cytosol
OTX1	Nucleus
OTX2	Nucleus
OVOL1	Nucleus
OVOL2	Nucleus
OVOL3	Nucleus
OXA1L	Mitochondrion
OXCT1	Mitochondrion
OXCT2	Mitochondrion
OXER1	PM
OXGR1	PM
OXLD1	Mitochondrion
OXNAD1	Mitochondrion
OXR1	Mitochondrion
OXSM	Mitochondrion
OXSR1	cytosol
OXTR	PM
P2RX7	PM
P2RY1	PM
P2RY10	PM
P2RY11	PM
P2RY12	PM
P2RY13	PM
P2RY14	PM
P2RY2	PM
P2RY4	PM
P2RY6	PM
P2RY8	PM
P4HA1	ER
P4HA2	ER
P4HA3	ER
P4HTM	ER
PABPC3	cytosol
PABPC5	Mitochondrion
PABPN1L	cytosol
PADI1	cytosol
PADI2	cytosol
PADI3	cytosol
PAFAH1B2	cytosol
PAFAH1B3	cytosol
PAFAH2	cytosol
PAG1	PM
PAGR1	Nucleus
PAH	cytosol
PAIP1	cytosol
PAIP2	cytosol
PAIP2B	cytosol
PAK1IP1	Nucleus
PAK3	cytosol
PAK4	cytosol
PALB2	Nucleus
PALD1	cytosol
PALM2	PM
PALMD	CS
PAM16	Mitochondrion
PAN3	CS
PANK1	cytosol
PANK3	cytosol
PANK4	cytosol
PAOX	Peroxisome
PAPOLB	Nucleus
PAPOLG	Nucleus
PAPPA-AS1	ER
PAPSS1	cytosol
PAPSS2	cytosol
PAQR3	Golgi
PAQR5	PM
PAQR6	PM
PAQR7	PM
PAQR8	PM
PAQR9	PM
PARP11	Nucleus
PARP12	Nucleus
PARP15	Nucleus
PARP16	ER
PARP2	Nucleus
PARS2	Mitochondrion
PASD1	Nucleus
PATZ1	Nucleus
PAX1	Nucleus
PAX2	Nucleus
PAX3	Nucleus
PAX4	Nucleus
PAX5	Nucleus
PAX6	Nucleus
PAX7	Nucleus
PAX8	Nucleus
PAX9	Nucleus
PAXBP1	Nucleus
PBK	Nucleus
PBLD	cytosol
PBRM1	Nucleus
PBX1	Nucleus
PBX2	Nucleus
PBX3	Nucleus
PBX4	Nucleus
PC	Mitochondrion
PCBP3	cytosol
PCBP4	cytosol
PCCA	Mitochondrion
PCCB	Mitochondrion
PCDH10	PM
PCDH11X	PM
PCDH11Y	PM
PCDH17	PM
PCDH18	PM
PCDH19	PM
PCDH20	PM
PCDH7	PM
PCDH9	PM
PCDHA11	PM
PCDHA12	PM
PCDHA13	PM
PCDHA2	PM
PCDHA3	PM
PCDHA4	PM
PCDHA5	PM
PCDHA7	PM
PCDHA8	PM
PCDHA9	PM
PCDHAC1	PM
PCDHAC2	PM
PCDHB1	PM
PCDHB10	PM
PCDHB11	PM
PCDHB12	PM
PCDHB13	PM
PCDHB14	PM
PCDHB15	PM
PCDHB16	PM
PCDHB18	PM
PCDHB2	PM
PCDHB3	PM
PCDHB4	PM
PCDHB5	PM
PCDHB6	PM
PCDHB7	PM
PCDHB8	PM
PCDHB9	PM
PCDHGA1	PM
PCDHGA10	PM
PCDHGA11	PM
PCDHGA12	PM
PCDHGA2	PM
PCDHGA3	PM
PCDHGA4	PM
PCDHGA5	PM
PCDHGA6	PM
PCDHGA7	PM
PCDHGA8	PM
PCDHGA9	PM
PCDHGB1	PM
PCDHGB2	PM
PCDHGB3	PM
PCDHGB4	PM
PCDHGB5	PM
PCDHGB6	PM
PCDHGB7	PM
PCDHGC3	PM
PCDHGC4	PM
PCDHGC5	PM
PCF11	Nucleus
PCGF1	Nucleus
PCGF2	Nucleus
PCGF3	Nucleus
PCGF5	Nucleus
PCGF6	Nucleus
PCIF1	Nucleus
PCK1	cytosol
PCK2	Mitochondrion
PCMT1	cytosol
PCMTD2	cytosol
PCNP	Nucleus
PCNT	CS
PCSK6	ER
PCSK7	Golgi
PCTP	cytosol
PCYOX1	lysosome
PCYT1B	ER
PCYT2	ER
PDCD1	PM
PDCD11	Nucleus
PDCD1LG2	PM
PDCD2	Nucleus
PDCD7	Nucleus
PDCL	cytosol
PDCL2	cytosol
PDCL3	cytosol
PDE10A	cytosol
PDE11A	cytosol
PDE12	Mitochondrion
PDE1A	cytosol
PDE1B	cytosol
PDE1C	cytosol
PDE4C	CS
PDE5A	cytosol
PDE6C	PM
PDE6G	PM
PDE7A	cytosol
PDE7B	cytosol
PDE8A	cytosol
PDE8B	cytosol
PDF	Mitochondrion
PDGFRA	PM
PDHA1	Mitochondrion
PDHA2	Mitochondrion
PDHB	Mitochondrion
PDHX	Mitochondrion
PDIA2	ER
PDIA5	ER
PDIK1L	Nucleus
PDILT	ER
PDK1	Mitochondrion
PDK2	Mitochondrion
PDK3	Mitochondrion
PDK4	Mitochondrion
PDLIM1	CS
PDLIM3	CS
PDLIM7	CS
PDP1	Mitochondrion
PDP2	Mitochondrion
PDPR	Mitochondrion
PDRG1	cytosol
PDS5A	Nucleus
PDS5B	Nucleus
PDSS1	Mitochondrion
PDSS2	Mitochondrion
PDXK	cytosol
PDZD3	cytosol
PDZD4	CS
PDZK1	PM
PDZRN3	CS
PEA15	cytosol
PEAK1	CS
PEAR1	PM
PEBP1	cytosol
PEBP4	lysosome
PECR	Peroxisome
PELI2	cytosol
PELI3	cytosol
PET100	Mitochondrion
PET117	Mitochondrion
PEX10	Peroxisome
PEX11A	Peroxisome
PEX11B	Peroxisome
PEX11G	Peroxisome
PEX12	Peroxisome
PEX13	Peroxisome
PEX2	Peroxisome
PEX26	Peroxisome
PEX3	Peroxisome
PFAS	cytosol
PFDN6	cytosol
PFKFB1	cytosol
PFKFB2	cytosol
PFKFB4	cytosol
PFKL	cytosol
PFKM	cytosol
PFKP	cytosol
PFN1	CS
PFN2	CS
PFN4	CS
PGAM4	cytosol
PGAM5	Mitochondrion
PGAP1	ER
PGBD1	Nucleus
PGD	cytosol
PGK1	cytosol
PGK2	cytosol
PGLS	cytosol
PGM1	cytosol
PGM2	cytosol
PGM2L1	cytosol
PGM3	cytosol
PGM5	CS
PGPEP1	cytosol
PGRMC1	ER
PGS1	Mitochondrion
PHACTR4	CS
PHB	Mitochondrion
PHC1	Nucleus
PHC2	Nucleus
PHC3	Nucleus
PHF10	Nucleus
PHF11	Nucleus
PHF12	Nucleus
PHF13	Nucleus
PHF14	Nucleus
PHF19	Nucleus
PHF2	Nucleus
PHF20	Nucleus
PHF21A	Nucleus
PHF21B	Nucleus
PHF3	Nucleus
PHF5A	Nucleus
PHF6	Nucleus
PHF7	Nucleus
PHF8	Nucleus
PHGDH	cytosol
PHIP	Nucleus
PHKG1	cytosol
PHKG2	cytosol
PHLDB1	CS
PHOSPHO1	cytosol
PHOX2A	Nucleus
PHOX2B	Nucleus
PHPT1	cytosol
PHTF1	Nucleus
PHTF2	Nucleus
PHYH	Peroxisome
PHYKPL	Mitochondrion
PI4KAP1	PM
PI4KAP2	PM
PID1	cytosol
PIGA	ER
PIGB	ER
PIGC	ER
PIGF	ER
PIGG	ER
PIGH	cytosol
PIGK	ER
PIGL	ER
PIGM	ER
PIGN	ER
PIGO	ER
PIGP	ER
PIGQ	ER
PIGS	ER
PIGT	ER
PIGU	ER
PIGV	ER
PIGW	ER
PIGX	ER
PIGY	ER
PIGZ	ER
PIH1D3	CS
PIK3CD	cytosol
PIK3IP1	PM
PIK3R3	cytosol
PILRA	PM
PILRB	PM
PIM2	cytosol
PIM3	cytosol
PIPOX	Peroxisome
PIPSL	cytosol
PISD	Mitochondrion
PITHD1	Nucleus
PITPNA	cytosol
PITPNC1	cytosol
PITRM1	Mitochondrion
PITX1	Nucleus
PITX2	Nucleus
PITX3	Nucleus
PIWIL3	cytosol
PJA1	cytosol
PKD1L3	PM
PKDCC	Golgi
PKDREJ	PM
PKLR	cytosol
PKNOX1	Nucleus
PKNOX2	Nucleus
PLAG1	Nucleus
PLAGL1	Nucleus
PLAGL2	Nucleus
PLB1	PM
PLBD1	lysosome
PLCB2	cytosol
PLCG1	CS
PLCL1	cytosol
PLCL2	cytosol
PLD3	ER
PLD4	ER
PLD6	Mitochondrion
PLEC	CS
PLEKHA3	Golgi
PLEKHA5	cytosol
PLEKHA7	CS
PLEKHA8	Golgi
PLEKHA8P1	cytosol
PLEKHB2	endosome
PLEKHG2	cytosol
PLEKHH1	CS
PLEKHH3	CS
PLEKHM1	lysosome
PLEKHM2	cytosol
PLEKHN1	PM
PLET1	PM
PLIN1	ER
PLK2	CS
PLOD1	ER
PLOD2	ER
PLOD3	ER
PLP1	PM
PLRG1	Nucleus
PLS1	cytosol
PLS3	cytosol
PLSCR3	Mitochondrion
PLSCR4	PM
PLSCR5	PM
PLXNA1	PM
PLXNA2	PM
PLXNA3	PM
PLXNA4	PM
PLXNB2	PM
PLXNB3	PM
PLXNC1	PM
PLXND1	PM
PM20D2	Nucleus
PMAIP1	Mitochondrion
PMEPA1	Golgi
PMF1	Nucleus
PMFBP1	cytosol
PMM1	cytosol
PMM2	cytosol
PMP2	cytosol
PMP22	PM
PMPCA	Mitochondrion
PMPCB	Mitochondrion
PMS1	Nucleus
PMS2	Nucleus
PMS2P3	CS
PMVK	Peroxisome
PNISR	Nucleus
PNKP	Nucleus
PNLDC1	Nucleus
PNMA2	Nucleus
PNMA3	Nucleus
PNMA6B	cytosol
PNMT	cytosol
PNO1	Nucleus
PNP	CS
PNPLA1	cytosol
PNPLA3	ER
PNPLA6	ER
PNRC1	Nucleus
POC1A	CS
POC5	CS
PODXL2	PM
POF1B	CS
POFUT1	ER
POGK	Nucleus
POGLUT1	ER
POLA1	Nucleus
POLA2	Nucleus
POLD1	Nucleus
POLD2	Nucleus
POLD3	Nucleus
POLD4	Nucleus
POLDIP2	Nucleus
POLE	Nucleus
POLE2	Nucleus
POLE3	Nucleus
POLE4	Nucleus
POLG2	Mitochondrion
POLH	Nucleus
POLI	Nucleus
POLK	Nucleus
POLL	Nucleus
POLM	Nucleus
POLN	Nucleus
POLQ	Nucleus
POLR1A	Nucleus
POLR1B	Nucleus
POLR1C	Nucleus
POLR1D	Nucleus
POLR1E	Nucleus
POLR2A	Nucleus
POLR2B	Nucleus
POLR2C	Nucleus
POLR2D	Nucleus
POLR2E	Nucleus
POLR2F	Nucleus
POLR2G	Nucleus
POLR2H	Nucleus
POLR2I	Nucleus
POLR2J	Nucleus
POLR2J2	Nucleus
POLR2J3	Nucleus
POLR2K	Nucleus
POLR2L	Nucleus
POLR3A	Nucleus
POLR3B	Nucleus
POLR3C	Nucleus
POLR3D	Nucleus
POLR3E	Nucleus
POLR3F	Nucleus
POLR3G	Nucleus
POLR3H	Nucleus
POLR3K	Nucleus
POLRMT	Mitochondrion
POM121B	Nucleus
POMGNT1	Golgi
POMGNT2	ER
POMK	ER
POMT1	ER
POMT2	ER
POP1	Nucleus
POP4	Nucleus
POP5	Nucleus
PORCN	ER
POTED	PM
POTEF	CS
POTEKP	CS
POU1F1	Nucleus
POU2AF1	Nucleus
POU2F1	Nucleus
POU2F3	Nucleus
POU3F1	Nucleus
POU3F2	Nucleus
POU3F3	Nucleus
POU3F4	Nucleus
POU4F1	Nucleus
POU4F2	Nucleus
POU4F3	Nucleus
POU5F1B	Nucleus
POU5F2	Nucleus
POU6F1	Nucleus
POU6F2	Nucleus
PPA1	cytosol
PPA2	Mitochondrion
PPAN	Nucleus
PPAP2A	PM
PPAP2C	PM
PPAPDC1A	PM
PPARA	Nucleus
PPARD	Nucleus
PPARGC1B	Nucleus
PPAT	cytosol
PPCDC	cytosol
PPCS	cytosol
PPEF1	cytosol
PPEF2	CS
PPFIA1	CS
PPIAL4A	cytosol
PPIAL4D	cytosol
PPIAL4G	cytosol
PPIC	cytosol
PPIE	Nucleus
PPIF	Mitochondrion
PPIL4	Nucleus
PPIP5K2	cytosol
PPM1D	Nucleus
PPM1K	Mitochondrion
PPM1L	ER
PPM1M	Nucleus
PPOX	Mitochondrion
PPP1R10	Nucleus
PPP1R12A	CS
PPP1R12B	CS
PPP1R12C	CS
PPP1R14A	cytosol
PPP1R14B	cytosol
PPP1R14D	cytosol
PPP1R16A	PM
PPP1R18	CS
PPP1R1B	cytosol
PPP1R1C	cytosol
PPP1R26	Nucleus
PPP1R3C	cytosol
PPP1R3G	cytosol
PPP1R42	CS
PPP1R7	Nucleus
PPP2R2D	cytosol
PPP2R3B	Nucleus
PPP2R5B	cytosol
PPP2R5C	Nucleus
PPP2R5E	cytosol
PPP4R4	cytosol
PPP6C	cytosol
PPP6R1	cytosol
PPP6R2	cytosol
PPRC1	Nucleus
PPT1	lysosome
PPT2	lysosome
PPTC7	Mitochondrion
PPWD1	Nucleus
PQLC2	lysosome
PRAC1	Nucleus
PRAF2	endosome
PRCC	Nucleus
PRCP	lysosome
PRDM10	Nucleus
PRDM12	Nucleus
PRDM13	Nucleus
PRDM14	Nucleus
PRDM15	Nucleus
PRDM16	Nucleus
PRDM2	Nucleus
PRDM4	Nucleus
PRDM5	Nucleus
PRDM6	Nucleus
PRDM7	Nucleus
PRDM8	Nucleus
PRDM9	Nucleus
PRDX2	cytosol
PRDX3	Mitochondrion
PRELID1	Mitochondrion
PRELID2	Mitochondrion
PREP	cytosol
PREPL	cytosol
PREX2	PM
PRICKLE4	Nucleus
PRIM1	Nucleus
PRIM2	Nucleus
PRKAR1A	PM
PRKAR1B	PM
PRKCDBP	cytosol
PRKCH	cytosol
PRKCSH	ER
PRKDC	Nucleus
PRKG2	PM
PRKRIP1	Nucleus
PRKRIR	Nucleus
PRLHR	PM
PRM1	Nucleus
PRM2	Nucleus
PRM3	Nucleus
PRMT3	cytosol
PRMT6	Nucleus
PRND	PM
PRNP	Mitochondrion
PRODH	Mitochondrion
PRODH2	Mitochondrion
PROKR1	PM
PROKR2	PM
PROP1	Nucleus
PROX2	Nucleus
PRPF18	Nucleus
PRPF38A	Nucleus
PRPF38B	Nucleus
PRPF39	Nucleus
PRPF40B	Nucleus
PRPF4B	Nucleus
PRPF6	Nucleus
PRPF8	Nucleus
PRPS1	cytosol
PRR13	Nucleus
PRR5	cytosol
PRR5L	Mitochondrion
PRRC1	Golgi
PRRX1	Nucleus
PRRX2	Nucleus
PRSS21	PM
PRSS23	Nucleus
PRSS35	Mitochondrion
PRSS56	ER
PRTFDC1	cytosol
PRUNE2	cytosol
PSAT1	cytosol
PSCA	PM
PSD4	PM
PSIP1	Nucleus
PSMC3IP	Nucleus
PSMG2	Nucleus
PSPH	CS
PSTK	Mitochondrion
PTAFR	PM
PTAR1	cytosol
PTBP1	Nucleus
PTBP2	Nucleus
PTBP3	Nucleus
PTCD1	Mitochondrion
PTCD2	Mitochondrion
PTCD3	Mitochondrion
PTCHD1	PM
PTDSS1	ER
PTDSS2	ER
PTGDR	PM
PTGER1	PM
PTGER2	PM
PTGER3	PM
PTGER4	PM
PTGES3	cytosol
PTGFR	PM
PTGIR	PM
PTGIS	ER
PTGR1	cytosol
PTGR2	cytosol
PTGS1	ER
PTGS2	ER
PTH1R	PM
PTH2R	PM
PTMA	Nucleus
PTMS	Nucleus
PTP4A3	PM
PTPLA	ER
PTPLAD1	ER
PTPLAD2	ER
PTPLB	ER
PTPMT1	Mitochondrion
PTPN11	cytosol
PTPN12	CS
PTPN21	CS
PTPN22	cytosol
PTPN5	ER
PTPN7	CS
PTPN9	cytosol
PTPRA	PM
PTPRB	PM
PTPRCAP	PM
PTPRD	PM
PTPRG	PM
PTPRS	PM
PTPRT	PM
PTRH1	Mitochondrion
PTRH2	Mitochondrion
PURA	Nucleus
PURB	Nucleus
PURG	Nucleus
PUS3	Nucleus
PUS7	Nucleus
PVRL2	PM
PWP1	Nucleus
PWP2	Nucleus
PWWP2B	Nucleus
PXDN	ER
PXMP2	Peroxisome
PXMP4	Peroxisome
PXT1	Peroxisome
PYCR1	Mitochondrion
PYCR2	Mitochondrion
PYCRL	cytosol
PYDC1	cytosol
PYGO1	Nucleus
PYGO2	Nucleus
PYHIN1	Nucleus
PYURF	Mitochondrion
QARS	cytosol
QPCTL	Golgi
QPRT	cytosol
QRFPR	PM
QRICH1	Nucleus
QRSL1	Mitochondrion
R3HCC1	CS
R3HDM2	Nucleus
R3HDM4	Nucleus
RAB19	PM
RAB33A	PM
RAB33B	Golgi
RAB34	Nucleus
RAB36	Golgi
RAB40A	PM
RAB40B	PM
RAB41	CS
RAB44	PM
RAB6A	Golgi
RABGAP1	CS
RAD1	Nucleus
RAD17	Nucleus
RAD21L1	Nucleus
RAD23A	Nucleus
RAD51AP1	Nucleus
RAD51B	Nucleus
RAD52	Nucleus
RAD54B	Nucleus
RAD54L	Nucleus
RAD54L2	Nucleus
RAD9A	Nucleus
RAD9B	Nucleus
RADIL	CS
RAET1L	PM
RAG1	Nucleus
RAG2	Nucleus
RALGAPA2	cytosol
RALY	Nucleus
RALYL	Nucleus
RAP1GAP	Golgi
RAPGEF1	endosome
RAPGEF5	Nucleus
RARG	Nucleus
RARS	cytosol
RARS2	Mitochondrion
RASA1	cytosol
RASA3	PM
RASAL3	CS
RASD2	PM
RASGEF1A	cytosol
RASL10B	PM
RASL11A	Nucleus
RASSF3	CS
RASSF7	CS
RAX	Nucleus
RAX2	Nucleus
RB1	Nucleus
RBAK	Nucleus
RBBP4	Nucleus
RBBP5	Nucleus
RBBP7	Nucleus
RBBP8	Nucleus
RBCK1	cytosol
RBFA	Mitochondrion
RBL1	Nucleus
RBL2	Nucleus
RBM10	Nucleus
RBM11	Nucleus
RBM12	Nucleus
RBM14	Nucleus
RBM15	Nucleus
RBM15B	Nucleus
RBM17	Nucleus
RBM20	Nucleus
RBM23	Nucleus
RBM28	Nucleus
RBM34	Nucleus
RBM44	CS
RBM47	Nucleus
RBM48	Nucleus
RBM4B	Nucleus
RBM5	Nucleus
RBM6	Nucleus
RBM7	Nucleus
RBMS1	Nucleus
RBMS2	Nucleus
RBMS3	cytosol
RBMXL1	Nucleus
RBMXL2	Nucleus
RBMY1A1	Nucleus
RBMY1B	Nucleus
RBMY1C	Nucleus
RBMY1D	Nucleus
RBMY1E	Nucleus
RBMY1F	Nucleus
RBP1	cytosol
RBP2	cytosol
RBP5	cytosol
RBP7	cytosol
RBPJL	Nucleus
RCAN2	cytosol
RCAN3	cytosol
RCBTB1	Nucleus
RCE1	ER
RCL1	Nucleus
RCN1	ER
RCN2	ER
RCN3	ER
RCOR1	Nucleus
RCOR2	Nucleus
RCOR3	Nucleus
RCSD1	CS
RDH10	ER
RDH11	ER
RDH13	Mitochondrion
RDH16	ER
RDH5	ER
REC8	Nucleus
RECK	PM
RECQL	Nucleus
REEP3	ER
REEP4	ER
REEP6	ER
REL	Nucleus
RELL1	PM
RELL2	PM
RELN	CS
REM2	PM
REPIN1	Nucleus
REPS1	PM
REPS2	cytosol
RER1	Golgi
RERE	Nucleus
RERG	cytosol
REST	Nucleus
RET	PM
RETSAT	ER
REV1	Nucleus
REV3L	Nucleus
REXO1	Nucleus
REXO4	Nucleus
REXO5	Nucleus
RFC1	Nucleus
RFC2	Nucleus
RFC3	Nucleus
RFC4	Nucleus
RFC5	Nucleus
RFK	cytosol
RFNG	Golgi
RFT1	ER
RFTN1	PM
RFTN2	PM
RFX1	Nucleus
RFX2	Nucleus
RFX3	Nucleus
RFX4	Nucleus
RFX5	Nucleus
RFX6	Nucleus
RFX7	Nucleus
RFX8	Nucleus
RFXANK	Nucleus
RFXAP	Nucleus
RGL1	cytosol
RGMA	PM
RGMB	PM
RGN	cytosol
RGPD5	cytosol
RGPD8	Nucleus
RGR	PM
RGS18	cytosol
RHAG	PM
RHBDD2	Golgi
RHBDL2	PM
RHBDL3	Mitochondrion
RHCE	PM
RHD	PM
RHNO1	Nucleus
RHOBTB3	Golgi
RHOXF1	Nucleus
RHOXF2	Nucleus
RHOXF2B	Nucleus
RHPN1	cytosol
RIBC2	Nucleus
RIC8B	CS
RICTOR	cytosol
RILPL1	CS
RILPL2	CS
RIMKLA	cytosol
RIMKLB	cytosol
RIMS3	CS
RIMS4	CS
RIN2	cytosol
RING1	Nucleus
RINT1	ER
RIPK2	cytosol
RIPPLY1	Nucleus
RIPPLY2	Nucleus
RIPPLY3	Nucleus
RIT1	PM
RLBP1	cytosol
RLF	Nucleus
RLIM	Nucleus
RMI1	Nucleus
RMND1	Mitochondrion
RNASEH1	cytosol
RNASEH2A	Nucleus
RNASEH2B	Nucleus
RNASEH2C	Nucleus
RND2	endosome
RND3	Golgi
RNF103	ER
RNF115	cytosol
RNF123	cytosol
RNF133	ER
RNF135	cytosol
RNF138	Nucleus
RNF139	ER
RNF152	lysosome
RNF169	Nucleus
RNF170	ER
RNF20	Nucleus
RNF212	Nucleus
RNF213	cytosol
RNF216	cytosol
RNF220	cytosol
RNF24	Golgi
RNF31	cytosol
RNF32	cytosol
RNF38	Nucleus
RNF39	cytosol
RNF40	Nucleus
RNF41	cytosol
RNGTT	Nucleus
RNH1	cytosol
RNMT	Nucleus
RNMTL1	Mitochondrion
RNPC3	Nucleus
ROBO4	PM
ROGDI	Nucleus
ROMO1	Mitochondrion
ROR2	PM
RORA	Nucleus
RORB	Nucleus
RORC	Nucleus
ROS1	PM
RP1	CS
RP1L1	CS
RP9	Nucleus
RPA3	Nucleus
RPA4	Nucleus
RPAP1	Nucleus
RPE	cytosol
RPEL1	cytosol
RPF1	Nucleus
RPF2	Nucleus
RPGRIP1L	CS
RPL10	ribosome
RPL10A	ribosome
RPL10L	ribosome
RPL11	ribosome
RPL12	ribosome
RPL13	ribosome
RPL13A	ribosome
RPL13AP3	ribosome
RPL14	ribosome
RPL15	ribosome
RPL17	ribosome
RPL18	ribosome
RPL18A	ribosome
RPL19	ribosome
RPL21	ribosome
RPL22	ribosome
RPL22L1	ribosome
RPL23	ribosome
RPL23A	ribosome
RPL24	ribosome
RPL26	ribosome
RPL26L1	ribosome
RPL27	ribosome
RPL27A	ribosome
RPL28	ribosome
RPL29	ribosome
RPL3	ribosome
RPL30	ribosome
RPL31	ribosome
RPL32	ribosome
RPL34	ribosome
RPL35	ribosome
RPL35A	ribosome
RPL36	ribosome
RPL36A	ribosome
RPL36AL	ribosome
RPL37	ribosome
RPL37A	ribosome
RPL37AP8	ribosome
RPL38	ribosome
RPL39	ribosome
RPL39L	ribosome
RPL39P5	ribosome
RPL3L	ribosome
RPL4	ribosome
RPL41	ribosome
